window_end_date,disease,province,split,forecast_start,forecast_end
1954-07-11,whooping-cough,CA-AB,train,1954-07-18,1954-09-05
1954-07-18,whooping-cough,CA-AB,train,1954-07-25,1954-09-12
1954-07-25,whooping-cough,CA-AB,train,1954-08-01,1954-09-19
1954-08-01,whooping-cough,CA-AB,train,1954-08-08,1954-09-26
1954-08-08,whooping-cough,CA-AB,train,1954-08-15,1954-10-03
1954-08-15,whooping-cough,CA-AB,train,1954-08-22,1954-10-10
1954-08-22,whooping-cough,CA-AB,train,1954-08-29,1954-10-17
1954-08-29,whooping-cough,CA-AB,train,1954-09-05,1954-10-24
1954-09-05,whooping-cough,CA-AB,train,1954-09-12,1954-10-31
1954-09-12,whooping-cough,CA-AB,train,1954-09-19,1954-11-07
1954-09-19,whooping-cough,CA-AB,train,1954-09-26,1954-11-14
1954-09-26,whooping-cough,CA-AB,train,1954-10-03,1954-11-21
1954-10-03,whooping-cough,CA-AB,train,1954-10-10,1954-11-28
1954-10-10,whooping-cough,CA-AB,train,1954-10-17,1954-12-05
1954-10-17,whooping-cough,CA-AB,train,1954-10-24,1954-12-12
1954-10-24,whooping-cough,CA-AB,train,1954-10-31,1954-12-19
1954-10-31,whooping-cough,CA-AB,train,1954-11-07,1954-12-26
1954-11-07,whooping-cough,CA-AB,train,1954-11-14,1955-01-02
1954-11-14,whooping-cough,CA-AB,train,1954-11-21,1955-01-09
1954-11-21,whooping-cough,CA-AB,train,1954-11-28,1955-01-16
1954-11-28,whooping-cough,CA-AB,train,1954-12-05,1955-01-23
1954-12-05,whooping-cough,CA-AB,train,1954-12-12,1955-01-30
1954-12-12,whooping-cough,CA-AB,train,1954-12-19,1955-02-06
1954-12-19,whooping-cough,CA-AB,train,1954-12-26,1955-02-13
1954-12-26,whooping-cough,CA-AB,train,1955-01-02,1955-02-20
1955-01-02,whooping-cough,CA-AB,train,1955-01-09,1955-02-27
1955-01-09,whooping-cough,CA-AB,train,1955-01-16,1955-03-06
1955-01-16,whooping-cough,CA-AB,train,1955-01-23,1955-03-13
1955-01-23,whooping-cough,CA-AB,train,1955-01-30,1955-03-20
1955-01-30,whooping-cough,CA-AB,train,1955-02-06,1955-03-27
1955-02-06,whooping-cough,CA-AB,train,1955-02-13,1955-04-03
1955-02-13,whooping-cough,CA-AB,train,1955-02-20,1955-04-10
1955-02-20,whooping-cough,CA-AB,train,1955-02-27,1955-04-17
1955-02-27,whooping-cough,CA-AB,train,1955-03-06,1955-04-24
1955-03-06,whooping-cough,CA-AB,train,1955-03-13,1955-05-01
1955-03-13,whooping-cough,CA-AB,train,1955-03-20,1955-05-08
1955-03-20,whooping-cough,CA-AB,train,1955-03-27,1955-05-15
1955-03-27,whooping-cough,CA-AB,train,1955-04-03,1955-05-22
1955-04-03,whooping-cough,CA-AB,train,1955-04-10,1955-05-29
1955-04-10,whooping-cough,CA-AB,train,1955-04-17,1955-06-05
1955-04-17,whooping-cough,CA-AB,train,1955-04-24,1955-06-12
1955-04-24,whooping-cough,CA-AB,train,1955-05-01,1955-06-19
1955-05-01,whooping-cough,CA-AB,train,1955-05-08,1955-06-26
1955-05-08,whooping-cough,CA-AB,train,1955-05-15,1955-07-03
1955-05-15,whooping-cough,CA-AB,train,1955-05-22,1955-07-10
1955-05-22,whooping-cough,CA-AB,train,1955-05-29,1955-07-17
1955-05-29,whooping-cough,CA-AB,train,1955-06-05,1955-07-24
1955-06-05,whooping-cough,CA-AB,train,1955-06-12,1955-07-31
1955-06-12,whooping-cough,CA-AB,train,1955-06-19,1955-08-07
1955-06-19,whooping-cough,CA-AB,train,1955-06-26,1955-08-14
1955-06-26,whooping-cough,CA-AB,train,1955-07-03,1955-08-21
1955-07-03,whooping-cough,CA-AB,train,1955-07-10,1955-08-28
1955-07-10,whooping-cough,CA-AB,train,1955-07-17,1955-09-04
1955-07-17,whooping-cough,CA-AB,train,1955-07-24,1955-09-11
1955-07-24,whooping-cough,CA-AB,train,1955-07-31,1955-09-18
1955-07-31,whooping-cough,CA-AB,train,1955-08-07,1955-09-25
1955-08-07,whooping-cough,CA-AB,train,1955-08-14,1955-10-02
1955-08-14,whooping-cough,CA-AB,train,1955-08-21,1955-10-09
1955-08-21,whooping-cough,CA-AB,train,1955-08-28,1955-10-16
1955-08-28,whooping-cough,CA-AB,train,1955-09-04,1955-10-23
1955-09-04,whooping-cough,CA-AB,train,1955-09-11,1955-10-30
1955-09-11,whooping-cough,CA-AB,train,1955-09-18,1955-11-06
1955-09-18,whooping-cough,CA-AB,train,1955-09-25,1955-11-13
1955-09-25,whooping-cough,CA-AB,train,1955-10-02,1955-11-20
1955-10-02,whooping-cough,CA-AB,train,1955-10-09,1955-11-27
1955-10-09,whooping-cough,CA-AB,train,1955-10-16,1955-12-04
1955-10-16,whooping-cough,CA-AB,train,1955-10-23,1955-12-11
1955-10-23,whooping-cough,CA-AB,train,1955-10-30,1955-12-18
1955-10-30,whooping-cough,CA-AB,train,1955-11-06,1955-12-25
1955-11-06,whooping-cough,CA-AB,train,1955-11-13,1956-01-01
1955-11-13,whooping-cough,CA-AB,train,1955-11-20,1956-01-08
1955-11-20,whooping-cough,CA-AB,train,1955-11-27,1956-01-15
1955-11-27,whooping-cough,CA-AB,train,1955-12-04,1956-01-22
1955-12-04,whooping-cough,CA-AB,train,1955-12-11,1956-01-29
1955-12-11,whooping-cough,CA-AB,train,1955-12-18,1956-02-05
1955-12-18,whooping-cough,CA-AB,train,1955-12-25,1956-02-12
1955-12-25,whooping-cough,CA-AB,train,1956-01-01,1956-02-19
1956-01-01,whooping-cough,CA-AB,train,1956-01-08,1956-02-26
1956-01-08,whooping-cough,CA-AB,train,1956-01-15,1956-03-04
1956-01-15,whooping-cough,CA-AB,train,1956-01-22,1956-03-11
1956-01-22,whooping-cough,CA-AB,train,1956-01-29,1956-03-18
1956-01-29,whooping-cough,CA-AB,train,1956-02-05,1956-03-25
1956-02-05,whooping-cough,CA-AB,train,1956-02-12,1956-04-01
1956-02-12,whooping-cough,CA-AB,train,1956-02-19,1956-04-08
1956-02-19,whooping-cough,CA-AB,train,1956-02-26,1956-04-15
1956-02-26,whooping-cough,CA-AB,train,1956-03-04,1956-04-22
1956-03-04,whooping-cough,CA-AB,train,1956-03-11,1956-04-29
1956-03-11,whooping-cough,CA-AB,train,1956-03-18,1956-05-06
1956-03-18,whooping-cough,CA-AB,train,1956-03-25,1956-05-13
1956-03-25,whooping-cough,CA-AB,train,1956-04-01,1956-05-20
1956-04-01,whooping-cough,CA-AB,train,1956-04-08,1956-05-27
1956-04-08,whooping-cough,CA-AB,train,1956-04-15,1956-06-03
1956-04-15,whooping-cough,CA-AB,train,1956-04-22,1956-06-10
1956-04-22,whooping-cough,CA-AB,train,1956-04-29,1956-06-17
1956-04-29,whooping-cough,CA-AB,train,1956-05-06,1956-06-24
1956-05-06,whooping-cough,CA-AB,train,1956-05-13,1956-07-01
1956-05-13,whooping-cough,CA-AB,train,1956-05-20,1956-07-08
1956-05-20,whooping-cough,CA-AB,train,1956-05-27,1956-07-15
1956-05-27,whooping-cough,CA-AB,train,1956-06-03,1956-07-22
1956-06-03,whooping-cough,CA-AB,train,1956-06-10,1956-07-29
1956-06-10,whooping-cough,CA-AB,train,1956-06-17,1956-08-05
1956-06-17,whooping-cough,CA-AB,train,1956-06-24,1956-08-12
1956-06-24,whooping-cough,CA-AB,train,1956-07-01,1956-08-19
1956-07-01,whooping-cough,CA-AB,train,1956-07-08,1956-08-26
1956-07-08,whooping-cough,CA-AB,train,1956-07-15,1956-09-02
1956-07-15,whooping-cough,CA-AB,train,1956-07-22,1956-09-09
1956-07-22,whooping-cough,CA-AB,train,1956-07-29,1956-09-16
1956-07-29,whooping-cough,CA-AB,train,1956-08-05,1956-09-23
1956-08-05,whooping-cough,CA-AB,train,1956-08-12,1956-09-30
1956-08-12,whooping-cough,CA-AB,train,1956-08-19,1956-10-07
1956-08-19,whooping-cough,CA-AB,train,1956-08-26,1956-10-14
1956-08-26,whooping-cough,CA-AB,train,1956-09-02,1956-10-21
1956-09-02,whooping-cough,CA-AB,train,1956-09-09,1956-10-28
1956-09-09,whooping-cough,CA-AB,train,1956-09-16,1956-11-04
1956-09-16,whooping-cough,CA-AB,train,1956-09-23,1956-11-11
1956-09-23,whooping-cough,CA-AB,train,1956-09-30,1956-11-18
1956-09-30,whooping-cough,CA-AB,train,1956-10-07,1956-11-25
1956-10-07,whooping-cough,CA-AB,train,1956-10-14,1956-12-02
1956-10-14,whooping-cough,CA-AB,train,1956-10-21,1956-12-09
1956-10-21,whooping-cough,CA-AB,train,1956-10-28,1956-12-16
1956-10-28,whooping-cough,CA-AB,train,1956-11-04,1956-12-23
1956-11-04,whooping-cough,CA-AB,train,1956-11-11,1956-12-30
1956-11-11,whooping-cough,CA-AB,train,1956-11-18,1957-01-06
1956-11-18,whooping-cough,CA-AB,train,1956-11-25,1957-01-13
1956-11-25,whooping-cough,CA-AB,train,1956-12-02,1957-01-20
1956-12-02,whooping-cough,CA-AB,train,1956-12-09,1957-01-27
1956-12-09,whooping-cough,CA-AB,train,1956-12-16,1957-02-03
1956-12-16,whooping-cough,CA-AB,train,1956-12-23,1957-02-10
1956-12-23,whooping-cough,CA-AB,train,1956-12-30,1957-02-17
1956-12-30,whooping-cough,CA-AB,train,1957-01-06,1957-02-24
1957-01-06,whooping-cough,CA-AB,train,1957-01-13,1957-03-03
1957-01-13,whooping-cough,CA-AB,train,1957-01-20,1957-03-10
1957-01-20,whooping-cough,CA-AB,train,1957-01-27,1957-03-17
1957-01-27,whooping-cough,CA-AB,train,1957-02-03,1957-03-24
1957-02-03,whooping-cough,CA-AB,train,1957-02-10,1957-03-31
1957-02-10,whooping-cough,CA-AB,train,1957-02-17,1957-04-07
1957-02-17,whooping-cough,CA-AB,train,1957-02-24,1957-04-14
1957-02-24,whooping-cough,CA-AB,train,1957-03-03,1957-04-21
1957-03-03,whooping-cough,CA-AB,train,1957-03-10,1957-04-28
1957-03-10,whooping-cough,CA-AB,train,1957-03-17,1957-05-05
1957-03-17,whooping-cough,CA-AB,train,1957-03-24,1957-05-12
1957-03-24,whooping-cough,CA-AB,train,1957-03-31,1957-05-19
1957-03-31,whooping-cough,CA-AB,train,1957-04-07,1957-05-26
1957-04-07,whooping-cough,CA-AB,train,1957-04-14,1957-06-02
1957-04-14,whooping-cough,CA-AB,train,1957-04-21,1957-06-09
1957-04-21,whooping-cough,CA-AB,train,1957-04-28,1957-06-16
1957-04-28,whooping-cough,CA-AB,train,1957-05-05,1957-06-23
1957-05-05,whooping-cough,CA-AB,train,1957-05-12,1957-06-30
1957-05-12,whooping-cough,CA-AB,train,1957-05-19,1957-07-07
1957-05-19,whooping-cough,CA-AB,train,1957-05-26,1957-07-14
1957-05-26,whooping-cough,CA-AB,train,1957-06-02,1957-07-21
1957-06-02,whooping-cough,CA-AB,train,1957-06-09,1957-07-28
1957-06-09,whooping-cough,CA-AB,train,1957-06-16,1957-08-04
1957-06-16,whooping-cough,CA-AB,train,1957-06-23,1957-08-11
1957-06-23,whooping-cough,CA-AB,train,1957-06-30,1957-08-18
1957-06-30,whooping-cough,CA-AB,train,1957-07-07,1957-08-25
1957-07-07,whooping-cough,CA-AB,train,1957-07-14,1957-09-01
1957-07-14,whooping-cough,CA-AB,train,1957-07-21,1957-09-08
1957-07-21,whooping-cough,CA-AB,train,1957-07-28,1957-09-15
1957-07-28,whooping-cough,CA-AB,train,1957-08-04,1957-09-22
1957-08-04,whooping-cough,CA-AB,train,1957-08-11,1957-09-29
1957-08-11,whooping-cough,CA-AB,train,1957-08-18,1957-10-06
1957-08-18,whooping-cough,CA-AB,train,1957-08-25,1957-10-13
1957-08-25,whooping-cough,CA-AB,train,1957-09-01,1957-10-20
1957-09-01,whooping-cough,CA-AB,train,1957-09-08,1957-10-27
1957-09-08,whooping-cough,CA-AB,train,1957-09-15,1957-11-03
1957-09-15,whooping-cough,CA-AB,train,1957-09-22,1957-11-10
1957-09-22,whooping-cough,CA-AB,train,1957-09-29,1957-11-17
1957-09-29,whooping-cough,CA-AB,train,1957-10-06,1957-11-24
1957-10-06,whooping-cough,CA-AB,train,1957-10-13,1957-12-01
1957-10-13,whooping-cough,CA-AB,train,1957-10-20,1957-12-08
1957-10-20,whooping-cough,CA-AB,train,1957-10-27,1957-12-15
1957-10-27,whooping-cough,CA-AB,train,1957-11-03,1957-12-22
1957-11-03,whooping-cough,CA-AB,train,1957-11-10,1957-12-29
1957-11-10,whooping-cough,CA-AB,train,1957-11-17,1958-01-05
1957-11-17,whooping-cough,CA-AB,train,1957-11-24,1958-01-12
1957-11-24,whooping-cough,CA-AB,train,1957-12-01,1958-01-19
1957-12-01,whooping-cough,CA-AB,train,1957-12-08,1958-01-26
1957-12-08,whooping-cough,CA-AB,train,1957-12-15,1958-02-02
1957-12-15,whooping-cough,CA-AB,train,1957-12-22,1958-02-09
1957-12-22,whooping-cough,CA-AB,train,1957-12-29,1958-02-16
1957-12-29,whooping-cough,CA-AB,train,1958-01-05,1958-02-23
1958-01-05,whooping-cough,CA-AB,train,1958-01-12,1958-03-02
1958-01-12,whooping-cough,CA-AB,train,1958-01-19,1958-03-09
1958-01-19,whooping-cough,CA-AB,train,1958-01-26,1958-03-16
1958-01-26,whooping-cough,CA-AB,train,1958-02-02,1958-03-23
1958-02-02,whooping-cough,CA-AB,train,1958-02-09,1958-03-30
1958-02-09,whooping-cough,CA-AB,train,1958-02-16,1958-04-06
1958-02-16,whooping-cough,CA-AB,train,1958-02-23,1958-04-13
1958-02-23,whooping-cough,CA-AB,train,1958-03-02,1958-04-20
1958-03-02,whooping-cough,CA-AB,train,1958-03-09,1958-04-27
1958-03-09,whooping-cough,CA-AB,train,1958-03-16,1958-05-04
1958-03-16,whooping-cough,CA-AB,train,1958-03-23,1958-05-11
1958-03-23,whooping-cough,CA-AB,train,1958-03-30,1958-05-18
1958-03-30,whooping-cough,CA-AB,train,1958-04-06,1958-05-25
1958-04-06,whooping-cough,CA-AB,train,1958-04-13,1958-06-01
1958-04-13,whooping-cough,CA-AB,train,1958-04-20,1958-06-08
1958-04-20,whooping-cough,CA-AB,train,1958-04-27,1958-06-15
1958-04-27,whooping-cough,CA-AB,train,1958-05-04,1958-06-22
1958-05-04,whooping-cough,CA-AB,train,1958-05-11,1958-06-29
1958-05-11,whooping-cough,CA-AB,train,1958-05-18,1958-07-06
1958-05-18,whooping-cough,CA-AB,train,1958-05-25,1958-07-13
1958-05-25,whooping-cough,CA-AB,train,1958-06-01,1958-07-20
1958-06-01,whooping-cough,CA-AB,train,1958-06-08,1958-07-27
1958-06-08,whooping-cough,CA-AB,train,1958-06-15,1958-08-03
1958-06-15,whooping-cough,CA-AB,train,1958-06-22,1958-08-10
1958-06-22,whooping-cough,CA-AB,train,1958-06-29,1958-08-17
1958-06-29,whooping-cough,CA-AB,train,1958-07-06,1958-08-24
1958-07-06,whooping-cough,CA-AB,train,1958-07-13,1958-08-31
1958-07-13,whooping-cough,CA-AB,train,1958-07-20,1958-09-07
1958-07-20,whooping-cough,CA-AB,train,1958-07-27,1958-09-14
1958-07-27,whooping-cough,CA-AB,train,1958-08-03,1958-09-21
1958-08-03,whooping-cough,CA-AB,train,1958-08-10,1958-09-28
1958-08-10,whooping-cough,CA-AB,train,1958-08-17,1958-10-05
1958-08-17,whooping-cough,CA-AB,train,1958-08-24,1958-10-12
1958-08-24,whooping-cough,CA-AB,train,1958-08-31,1958-10-19
1958-08-31,whooping-cough,CA-AB,train,1958-09-07,1958-10-26
1958-09-07,whooping-cough,CA-AB,train,1958-09-14,1958-11-02
1958-09-14,whooping-cough,CA-AB,train,1958-09-21,1958-11-09
1958-09-21,whooping-cough,CA-AB,train,1958-09-28,1958-11-16
1958-09-28,whooping-cough,CA-AB,train,1958-10-05,1958-11-23
1958-10-05,whooping-cough,CA-AB,train,1958-10-12,1958-11-30
1958-10-12,whooping-cough,CA-AB,train,1958-10-19,1958-12-07
1958-10-19,whooping-cough,CA-AB,train,1958-10-26,1958-12-14
1958-10-26,whooping-cough,CA-AB,train,1958-11-02,1958-12-21
1958-11-02,whooping-cough,CA-AB,train,1958-11-09,1958-12-28
1958-11-09,whooping-cough,CA-AB,train,1958-11-16,1959-01-04
1958-11-16,whooping-cough,CA-AB,train,1958-11-23,1959-01-11
1958-11-23,whooping-cough,CA-AB,train,1958-11-30,1959-01-18
1958-11-30,whooping-cough,CA-AB,train,1958-12-07,1959-01-25
1958-12-07,whooping-cough,CA-AB,train,1958-12-14,1959-02-01
1958-12-14,whooping-cough,CA-AB,train,1958-12-21,1959-02-08
1958-12-21,whooping-cough,CA-AB,train,1958-12-28,1959-02-15
1958-12-28,whooping-cough,CA-AB,train,1959-01-04,1959-02-22
1959-01-04,whooping-cough,CA-AB,train,1959-01-11,1959-03-01
1959-01-11,whooping-cough,CA-AB,train,1959-01-18,1959-03-08
1959-01-18,whooping-cough,CA-AB,train,1959-01-25,1959-03-15
1959-01-25,whooping-cough,CA-AB,train,1959-02-01,1959-03-22
1959-02-01,whooping-cough,CA-AB,train,1959-02-08,1959-03-29
1959-02-08,whooping-cough,CA-AB,train,1959-02-15,1959-04-05
1959-02-15,whooping-cough,CA-AB,train,1959-02-22,1959-04-12
1959-02-22,whooping-cough,CA-AB,train,1959-03-01,1959-04-19
1959-03-01,whooping-cough,CA-AB,train,1959-03-08,1959-04-26
1959-03-08,whooping-cough,CA-AB,train,1959-03-15,1959-05-03
1959-03-15,whooping-cough,CA-AB,train,1959-03-22,1959-05-10
1959-03-22,whooping-cough,CA-AB,train,1959-03-29,1959-05-17
1959-03-29,whooping-cough,CA-AB,train,1959-04-05,1959-05-24
1959-04-05,whooping-cough,CA-AB,train,1959-04-12,1959-05-31
1959-04-12,whooping-cough,CA-AB,train,1959-04-19,1959-06-07
1959-04-19,whooping-cough,CA-AB,train,1959-04-26,1959-06-14
1959-04-26,whooping-cough,CA-AB,train,1959-05-03,1959-06-21
1959-05-03,whooping-cough,CA-AB,train,1959-05-10,1959-06-28
1959-05-10,whooping-cough,CA-AB,train,1959-05-17,1959-07-05
1959-05-17,whooping-cough,CA-AB,train,1959-05-24,1959-07-12
1959-05-24,whooping-cough,CA-AB,train,1959-05-31,1959-07-19
1959-05-31,whooping-cough,CA-AB,train,1959-06-07,1959-07-26
1959-06-07,whooping-cough,CA-AB,train,1959-06-14,1959-08-02
1959-06-14,whooping-cough,CA-AB,train,1959-06-21,1959-08-09
1959-06-21,whooping-cough,CA-AB,train,1959-06-28,1959-08-16
1959-06-28,whooping-cough,CA-AB,train,1959-07-05,1959-08-23
1959-07-05,whooping-cough,CA-AB,train,1959-07-12,1959-08-30
1959-07-12,whooping-cough,CA-AB,train,1959-07-19,1959-09-06
1959-07-19,whooping-cough,CA-AB,train,1959-07-26,1959-09-13
1959-07-26,whooping-cough,CA-AB,train,1959-08-02,1959-09-20
1959-08-02,whooping-cough,CA-AB,train,1959-08-09,1959-09-27
1959-08-09,whooping-cough,CA-AB,train,1959-08-16,1959-10-04
1959-08-16,whooping-cough,CA-AB,train,1959-08-23,1959-10-11
1959-08-23,whooping-cough,CA-AB,train,1959-08-30,1959-10-18
1959-08-30,whooping-cough,CA-AB,train,1959-09-06,1959-10-25
1959-09-06,whooping-cough,CA-AB,train,1959-09-13,1959-11-01
1959-09-13,whooping-cough,CA-AB,train,1959-09-20,1959-11-08
1959-09-20,whooping-cough,CA-AB,train,1959-09-27,1959-11-15
1959-09-27,whooping-cough,CA-AB,train,1959-10-04,1959-11-22
1959-10-04,whooping-cough,CA-AB,train,1959-10-11,1959-11-29
1959-10-11,whooping-cough,CA-AB,train,1959-10-18,1959-12-06
1959-10-18,whooping-cough,CA-AB,train,1959-10-25,1959-12-13
1959-10-25,whooping-cough,CA-AB,train,1959-11-01,1959-12-20
1959-11-01,whooping-cough,CA-AB,train,1959-11-08,1959-12-27
1959-11-08,whooping-cough,CA-AB,train,1959-11-15,1960-01-03
1959-11-15,whooping-cough,CA-AB,train,1959-11-22,1960-01-10
1959-11-22,whooping-cough,CA-AB,train,1959-11-29,1960-01-17
1959-11-29,whooping-cough,CA-AB,train,1959-12-06,1960-01-24
1959-12-06,whooping-cough,CA-AB,train,1959-12-13,1960-01-31
1959-12-13,whooping-cough,CA-AB,train,1959-12-20,1960-02-07
1959-12-20,whooping-cough,CA-AB,train,1959-12-27,1960-02-14
1959-12-27,whooping-cough,CA-AB,train,1960-01-03,1960-02-21
1960-01-03,whooping-cough,CA-AB,train,1960-01-10,1960-02-28
1960-01-10,whooping-cough,CA-AB,train,1960-01-17,1960-03-06
1960-01-17,whooping-cough,CA-AB,train,1960-01-24,1960-03-13
1960-01-24,whooping-cough,CA-AB,train,1960-01-31,1960-03-20
1960-01-31,whooping-cough,CA-AB,train,1960-02-07,1960-03-27
1960-02-07,whooping-cough,CA-AB,train,1960-02-14,1960-04-03
1960-02-14,whooping-cough,CA-AB,train,1960-02-21,1960-04-10
1960-02-21,whooping-cough,CA-AB,train,1960-02-28,1960-04-17
1960-02-28,whooping-cough,CA-AB,train,1960-03-06,1960-04-24
1960-03-06,whooping-cough,CA-AB,train,1960-03-13,1960-05-01
1960-03-13,whooping-cough,CA-AB,train,1960-03-20,1960-05-08
1960-03-20,whooping-cough,CA-AB,train,1960-03-27,1960-05-15
1960-03-27,whooping-cough,CA-AB,train,1960-04-03,1960-05-22
1960-04-03,whooping-cough,CA-AB,train,1960-04-10,1960-05-29
1960-04-10,whooping-cough,CA-AB,train,1960-04-17,1960-06-05
1960-04-17,whooping-cough,CA-AB,train,1960-04-24,1960-06-12
1960-04-24,whooping-cough,CA-AB,train,1960-05-01,1960-06-19
1960-05-01,whooping-cough,CA-AB,train,1960-05-08,1960-06-26
1960-05-08,whooping-cough,CA-AB,train,1960-05-15,1960-07-03
1960-05-15,whooping-cough,CA-AB,train,1960-05-22,1960-07-10
1960-05-22,whooping-cough,CA-AB,train,1960-05-29,1960-07-17
1960-05-29,whooping-cough,CA-AB,train,1960-06-05,1960-07-24
1960-06-05,whooping-cough,CA-AB,train,1960-06-12,1960-07-31
1960-06-12,whooping-cough,CA-AB,train,1960-06-19,1960-08-07
1960-06-19,whooping-cough,CA-AB,train,1960-06-26,1960-08-14
1960-06-26,whooping-cough,CA-AB,train,1960-07-03,1960-08-21
1960-07-03,whooping-cough,CA-AB,train,1960-07-10,1960-08-28
1960-07-10,whooping-cough,CA-AB,train,1960-07-17,1960-09-04
1960-07-17,whooping-cough,CA-AB,train,1960-07-24,1960-09-11
1960-07-24,whooping-cough,CA-AB,train,1960-07-31,1960-09-18
1960-07-31,whooping-cough,CA-AB,train,1960-08-07,1960-09-25
1960-08-07,whooping-cough,CA-AB,train,1960-08-14,1960-10-02
1960-08-14,whooping-cough,CA-AB,train,1960-08-21,1960-10-09
1960-08-21,whooping-cough,CA-AB,train,1960-08-28,1960-10-16
1960-08-28,whooping-cough,CA-AB,train,1960-09-04,1960-10-23
1960-09-04,whooping-cough,CA-AB,train,1960-09-11,1960-10-30
1960-09-11,whooping-cough,CA-AB,train,1960-09-18,1960-11-06
1960-09-18,whooping-cough,CA-AB,train,1960-09-25,1960-11-13
1960-09-25,whooping-cough,CA-AB,train,1960-10-02,1960-11-20
1960-10-02,whooping-cough,CA-AB,train,1960-10-09,1960-11-27
1960-10-09,whooping-cough,CA-AB,train,1960-10-16,1960-12-04
1960-10-16,whooping-cough,CA-AB,train,1960-10-23,1960-12-11
1960-10-23,whooping-cough,CA-AB,train,1960-10-30,1960-12-18
1960-10-30,whooping-cough,CA-AB,train,1960-11-06,1960-12-25
1960-11-06,whooping-cough,CA-AB,train,1960-11-13,1961-01-01
1960-11-13,whooping-cough,CA-AB,train,1960-11-20,1961-01-08
1960-11-20,whooping-cough,CA-AB,train,1960-11-27,1961-01-15
1960-11-27,whooping-cough,CA-AB,train,1960-12-04,1961-01-22
1960-12-04,whooping-cough,CA-AB,train,1960-12-11,1961-01-29
1960-12-11,whooping-cough,CA-AB,train,1960-12-18,1961-02-05
1960-12-18,whooping-cough,CA-AB,train,1960-12-25,1961-02-12
1960-12-25,whooping-cough,CA-AB,train,1961-01-01,1961-02-19
1961-01-01,whooping-cough,CA-AB,train,1961-01-08,1961-02-26
1961-01-08,whooping-cough,CA-AB,train,1961-01-15,1961-03-05
1961-01-15,whooping-cough,CA-AB,train,1961-01-22,1961-03-12
1961-01-22,whooping-cough,CA-AB,train,1961-01-29,1961-03-19
1961-01-29,whooping-cough,CA-AB,train,1961-02-05,1961-03-26
1961-02-05,whooping-cough,CA-AB,train,1961-02-12,1961-04-02
1961-02-12,whooping-cough,CA-AB,train,1961-02-19,1961-04-09
1961-02-19,whooping-cough,CA-AB,train,1961-02-26,1961-04-16
1961-02-26,whooping-cough,CA-AB,train,1961-03-05,1961-04-23
1961-03-05,whooping-cough,CA-AB,train,1961-03-12,1961-04-30
1961-03-12,whooping-cough,CA-AB,train,1961-03-19,1961-05-07
1961-03-19,whooping-cough,CA-AB,train,1961-03-26,1961-05-14
1961-03-26,whooping-cough,CA-AB,train,1961-04-02,1961-05-21
1961-04-02,whooping-cough,CA-AB,train,1961-04-09,1961-05-28
1961-04-09,whooping-cough,CA-AB,train,1961-04-16,1961-06-04
1961-04-16,whooping-cough,CA-AB,train,1961-04-23,1961-06-11
1961-04-23,whooping-cough,CA-AB,train,1961-04-30,1961-06-18
1961-04-30,whooping-cough,CA-AB,train,1961-05-07,1961-06-25
1961-05-07,whooping-cough,CA-AB,train,1961-05-14,1961-07-02
1961-05-14,whooping-cough,CA-AB,train,1961-05-21,1961-07-09
1961-05-21,whooping-cough,CA-AB,train,1961-05-28,1961-07-16
1961-05-28,whooping-cough,CA-AB,train,1961-06-04,1961-07-23
1961-06-04,whooping-cough,CA-AB,train,1961-06-11,1961-07-30
1961-06-11,whooping-cough,CA-AB,train,1961-06-18,1961-08-06
